index,label,text
1005,promo,Register for Universal Pension Scheme; contribute to building an advanced and welfare state - National Pension Authority.
1006,smish,"Earn by mining for free. 100% free. Just need Telegram app. Click link and start, claim tokens every 6 hours. No other work needed. https://t.me/pixelversexyzbot?start=6760562639"
1007,promo,"Humble respect on the 47th martyrdom anniversary of the greatest Bengali of all time, Father of the Nation Bangabandhu Sheikh Mujibur Rahman - Posts and Telecommunications Division."
1008,normal,What will you do today? I will do some new work. What about you?
1009,smish,Congratulations! You have won 1 crore taka lottery. Contact us to collect your prize. Contact:01567546390
1010,promo,"Residential plots adjacent to Dhaka-Mawa Expressway, minimum 2 lakh per katha 01894939231"
1011,normal,"Dear student, your tuition fee outstanding till today is 30,450.00 taka. (Including previous late fine and arrears) Pay current month's tuition fee (without fine) by September 18, 2024. For details login https://student.daffodil.edu.bd/ (Daffodil)"
1012,normal,"Your electricity bill outstanding 950/- taka, pay quickly."
1013,smish,Bet on cricket today to win Shakib's signed bat! Click here: promusic.co/components/interbank.com/
1014,promo,"Century in cashback TK100! 46GB @ TK398,30 days: cutt.ly/AwQzYxAf"
1015,normal,Your hard work will be fruitful.
1016,promo,10% discount on all DVDs. Offer for limited time.
1017,normal,I have a problem.
1018,smish,Important message from Janata Bank. Call: +8801715455567
1019,smish,Click here to update Janata Bank account: https://t.me/JanataUpdateBot3
1020,promo,25% discount on all clothes in new season. Shop today.
1021,normal,"Dear student, your tuition fee outstanding till today is 20,500.00 taka. (Including previous late fine and arrears) Pay current month's tuition fee (without fine) by September 15, 2024. For details login https://student.aiub.edu.bd/ (AIUB)"
1022,smish,Bet on BPL and win a free watch. Click now: smilesvoegol.servebbs.org/voegol.php
1023,promo,Free delivery on all orders. For limited time.
1024,normal,What are you doing?
1025,normal,"Keep courage, success awaits you."
1026,normal,Happy October!
1027,smish,"Dear customer, you have been selected for elderly allowance from Social Welfare Office. Click the link below and provide your information."
1028,promo,25% discount on all clothes in new season. Shop today.
1029,normal,Today I will go to a new restaurant.
1030,promo,"Get up to 20% bonus on any purchase from Ummah Shop, Faridpur Sadar."
1031,promo,"TK35 cashback, now even more data 50GB@TK463,30 days cutt.ly/HwOETkke"
1032,normal,What is your favorite color?
1033,promo,"Today bring 500 taka from bank to bKash and get 10 taka cashback, 1 time! TCA"
1034,normal,"What's up, hi?"
1035,normal,This is a part of IQ test phase.
1036,promo,Special offer for new customers! 30% discount on our service.
1037,smish,bKash account has an error. Call for quick solution: +8801819900112
1038,normal,What's the news of your day?
1039,normal,Call me urgently at this number 01724839856.
1040,normal,Call me at this number 01729182893.
1041,normal,Your talent is limitless.
1042,promo,"More chat+interneting, get 5GB+150min@TK159,7 days cutt.ly/owEyhCVt"
1043,promo,"25% cashback on online shopping! Code: SHOP25. Don't delay, shop now."
1044,promo,989893 is your verification code for feainternational.com.
1045,normal,"Hello, what's up?"
1046,smish,There has been a billing problem with your Dutch Bangla Bank account. Click here to solve the problem:cutt.ly/U6zMFTY
1047,promo,The handset is not registered in BTRC's database. The handset will be automatically registered.
1048,promo,Lotto today only offer on specific products buy 1 get 1 free Shop
1049,promo,"TK40 cashback! 31GB+450min.@459TK 30 days, get it: cutt.ly/0wO6Jggn"
1050,smish,"Hello, my name is Aliye. Sorry to bother you. I am calling from the Human Resources Department of Amazon.com. Can I take a few minutes of your time? 2:30 PM Our company is happy to offer you a part-time job that you can do in your free time, so we need to hire a large number of associate workers (no fee and no investment). This job is easy and flexible and will not interfere with your current job in any way. Later you can easily earn 300-1200 taka in just 5-10 minutes daily. Are you interested in this job?"
1051,normal,Good evening!
1052,normal,The thing that made me very sad is staying at home.
1053,normal,"1500/- taka has been deducted from your account, call for details."
1054,normal,"Hello, how are you?"
1055,promo,"TK40 cashback! 31GB+450min.@459TK 30 days, get it: cutt.ly/0wO6Jggn"
1056,normal,Are you going to university?
1057,smish,"You have won 2,000 taka prize from Janata Bank! Call: +8801714455667"
1058,promo,"TK30 cashback! 31GB+450min.@469TK 30 days, get it: cutt.ly/hwTmxGd8"
1059,promo,TK200 same cashback! Get 60GB+1000 minutes@699TK 30 days: cutt.ly/aAhiAsI
1060,smish,Call to update your driving license +8801815566778
1061,smish,"Spot admission in Cyprus/Europe in presence of representative (Mr. Pambos) 10-11 October, 100% visa guarantee, credit transfer, tuition fee only 5000 euros, BSB, Dhaka contact number: 01720577099"
1062,normal,"Your daughter is in hospital, send money quickly 01828173912."
1063,smish,"You have won 2,000 taka prize from Janata Bank! Click here for details: https://t.me/JanataPrizeBot"
1064,promo,"Pro-level interneting all week, get 25GB@219TK: cutt.ly/2wEyml8b"
1065,smish,Urgent message from Janata Bank. Click here for details: https://t.me/JanataUrgentBot2
1066,normal,You are always the best.
1067,normal,I am getting a message this what you are this what I got this what gives solution this what gives another solution.
1068,promo,"150 minutes (30 days) with bonus for 130 taka, get *121*5205# https://mygp.li/a0"
1069,normal,Be patient to reach your goal.
1070,smish,bKash account has an error. Click here for quick solution: https://wa.me/8801715566778
1071,normal,Quickly do bKash to number 01672573879.
1072,normal,I want to organize a conference of a new institution.
1073,smish,Call to verify your income tax +8801913344556
1074,normal,I won't go to any work today.
1075,smish,Urgent message from Bangladesh Bank. Call: +8801911011023
1076,promo,15% discount on digital gadgets! Shop today and get bonus.
1077,normal,How is your day going?
1078,promo,Offer: 10% cashback on all electronics. Code: ELEC10.
1079,promo,"Special deal last day,30GB @300TK,30 days! Get today- cutt.ly/jwkuSC76"
1080,smish,"Dear Customer, On 23-02-2020 a transaction of Rs.8990 was made with card XX from K Enterprice ds POS/ECOM. Transaction number not found. If this was not done by you, send SMS to 18604195555 from registered mobile number."
1081,smish,Bet on BPL and win a new bike! Join: smilesvoegol.servebbs.org/voegol.php
1082,normal,"Everything will be fine, be patient."
1083,promo,"20% discount on home decor items. Stock limited, don't delay."
1084,smish,Click to talk on video or call https://t.co/EbXRF7TAFA?fbclid=9hIT17itA7iWLnV5aHpMh2SKDK_FREE_TO_WATCH_MY_VIDEOS_ONLY_FOR_TODAY_AND_FREE_LIVE_CAM_DATING_PRIVATE_WITH_ME_PLEASE_JOIN_ME
1085,promo,"Pocket saving in interneting, get 10GB@TK158, 7 days: cutt.ly/FwUC6vh"
1086,promo,"Pocket saving in interneting, get 10GB@TK158,7 days: cutt.ly/FwUC6vhp"
1087,promo,Recruitment is ongoing for Officer Cadet positions in Bangladesh Navy. Visit: www.joinnavy.navy.mil.bd
1088,smish,Assalamualaikum! Can you earn money sitting at home without any money investment? Then work on our Bot. You can earn without any investment on our Bot. Bot Link :- https://t.me/free_online_income_24bot
1089,promo,"TK30 cashback! 31GB+450min.@469TK 30 days, get it: cutt.ly/hwTmxGd8"
1090,normal,How is your day going today?
1091,promo,Lotto today only offer on specific products buy 1 get 1 free Shop
1092,normal,Where is your favorite place?
1093,promo,"Get data mixer 40GB@TK248 with TK50 cashback, 7 days: cutt.ly/WwZsAgMK"
1094,normal,How is your day going?
1095,smish,"Play football star and win 10,000 taka every week contact startop-offer.top"
1096,smish,Get new SIM and get 50GB internet for free! Click: https://ak76.xyz/?y=ep1669102548
1097,normal,"Whatever you want to do, you can do it."
1098,smish,Bet on IPL today to get a chance for private meeting with Shakib Al Hasan. Start now: xini.eu/00Qe
1099,smish,bKash account has an error. Call for quick solution: +8801713344556
1100,normal,I can say that I am in my own love.
1101,promo,"Lee Cooper - All shirts, jeans, gabardine Flat 50% off Shop"
1102,smish,"Dear customer, you have been selected for elderly allowance from the Social Welfare Office. Click the link below to provide your information."
1103,promo,"Filled ready plots adjacent to Purbachal, minimum 4.5 lakh per katha 01894841736"
1104,promo,"TK499 offer for TK399! Get 31GB+450min, 30 days: cutt.ly/2wQlYv6U"
1105,promo,3GB with bonus - 60 taka - 3 days. Dial *121*5699# or https://mygp.li/mo
1106,normal,Tell me what I should do.
1107,normal,"You can do it, I know."
1108,smish,You have won an Apple iPhone 12! Call to confirm delivery: +8801814455667
1109,smish,Get a chance for an exclusive interview with Shakib Al Hasan by betting. Click now: ebayisapidlld.altervista.org/
1110,normal,You can create polls in the messenger group. Isn't everyone in that group?
1111,normal,Do I have any new news?
1112,promo,Filled ongoing plots adjacent to Purbachal 30th sector! 1.6 lakh per katha 01894841736
1113,promo,"Pro-level TK55 cashback 35GB+500min@TK444, 30 days: cutt.ly/XernQ63M"
1114,normal,Send bKash to this number 01672573857.
1115,promo,"Pocket saving with full-on interneting, get 2GB@TK69, 7 days- cutt.ly/CwUPKGTR"
1116,promo,"80 minutes for only 59 taka (5 days), dial *121*4205#"
1117,promo,3GB with bonus - 60 taka - 3 days. Dial *121*5699# or https://mygp.li/mo
1118,promo,Special offer: 20% discount on all children's clothing.
1119,smish,There is a problem with your Sonali Bank account. Click here for details: https://wa.me/8801811011123
1120,smish,"Attractive jobs and studies, monthly salary 2 lakh+ and PR opportunity @ South Korea. Free education and accommodation. 01720557103 01720557120 01321200716 01550402100"
1121,normal,You are always the best.
1122,normal,Do I have any new news?
1123,normal,Call me quickly at this number 01738293748.
1124,promo,January-24 Recharge:0TK Expense: Data:0TK Voice:23TK Others:1TK
1125,promo,"TK499 offer for TK399! Get 31GB+450min, 30 days: cutt.ly/2wQlYv6U"
1126,normal,Say something to me. I like your words.
1127,promo,25% discount on all clothing in the new season. Shop today.
1128,promo,Last day today! 2GB with bonus - 35 taka - 7 days. Dial *121*5037# or mygp.li/mo
1129,promo,"New deal for chatting+interneting 10GB+250min@258TK, 30 days cutt.ly/wwCctHGF"
1130,normal,Are you enjoying reality? I like spending little time at my home.
1131,normal,"Believe in yourself, everything is possible."
1132,smish,Click here to verify your mobile number: [mobileverify.com/VerifyBD]
1133,normal,"You can do it, just keep trying."
1134,normal,Good morning!
1135,promo,"8GB (with bonus) 123 taka 15 days. Dial *121*5548#, mygp.li/mo"
1136,normal,"Your payment is pending 800/- taka, pay quickly."
1137,smish,"Earn income by working online through mobile from home. Monthly income: 20000-30000 taka. (There are opportunities for extra earnings, free income is also available). Monthly salary is also available"
1138,normal,"Don't be like you, let me be like a star."
1139,normal,"I have 50 thousand taka in my account, check this number 01738838884 and see if it's open."
1140,promo,"Century TK100 cashback! 55GB @TK398, 30 days: cutt.ly/hwltB5hC"
1141,normal,It's very cold today.
1142,smish,Get a chance to spend a day with Mashrafe by betting on BPL. Join: xini.eu/00Qe
1143,smish,"On the occasion of Eid, BRAC Bank is giving 1000 taka bonus to everyone's bKash account. I just put my number on bKash website and took the money. If you haven't received it yet, enter the link below, give your bKash number and you will get 1000 taka immediately. Link: https://bit.ly/bKash_1000"
